DestName,subtype,rating,lang,textwithrating1,textwithrating2,textwithrating3,textwithrating4,textwithrating5,webUrl,longitude,latitude,phone,address,website,numberOfReviews
‪Saudi Arabia Tours‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298544-d20207756-Reviews-Saudi_Arabia_Tours-Al_Jubail_Eastern_Province.html,,,+966 55 801 8938,"‪Olya St‬, الجبيل 33511 المملكة العربية السعودية",https://saudiarabiatours.net/,0
‪airssist Airport Concierge‬,سيارات أجرة وحافلات نقل,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d25353974-Reviews-Airssist_Airport_Concierge-Jeddah_Makkah_Province.html,,,+971 52 612 8949,"‪JLT, Cluster T‬ 1702, 1 Lake Plaza, جدة 00 المملكة العربية السعودية",https://airssist.com/?source=TripAdvisorKSA,0
باور جينز,مراكز تسوق,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d21292485-Reviews-Bawir_Jinz-Riyadh_Riyadh_Province.html,46.53711,24.632065,+966 55 052 0337,"شارع تبوك حي لبن, الرياض 01231 المملكة العربية السعودية",https://youth-clothing-store-962.business.site/,0
‪Mecca Tours‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d21291662-Reviews-Mecca_Tours-Mecca_Makkah_Province.html,,,+966 55 801 8938,"‪Olya St‬, مكة المكرمة 33511 المملكة العربية السعودية",https://saudiarabiatours.net/,0
‪Riyadh Airport Concierge - airssist‬,سيارات أجرة وحافلات نقل,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d25354806-Reviews-Riyadh_Airport_Concierge_airssist-Riyadh_Riyadh_Province.html,,,+971 52 612 8949,"‪JLT, Cluster T‬ 1702, 1 Lake Plaza, الرياض 00 المملكة العربية السعودية",http://airssist.com,0
‪Masarat club‬,الإبحار بالمظلة والطيران المظلي,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d25130719-Reviews-Masarat_club-Riyadh_Riyadh_Province.html,,,+966 56 644 5538,"‪Al Takhassusi street‬, الرياض 12333 المملكة العربية السعودية",https://www.masaratclub.com/en/,0
‪Laffa‬,جولات في المدينة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298545-d25198813-Reviews-Laffa-Al_Khobar_Eastern_Province.html,50.22743,26.329573,+966 9200 04699,الخبر المملكة العربية السعودية,https://lafa.fudex-tech.net/,0
‪ABA TOUR & TRAVEL BOGOR‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d20318045-Reviews-ABA_TOUR_TRAVEL_BOGOR-Mecca_Makkah_Province.html,,,+62 251 7504142,"‪Jl. Pangeran Sogiri No. 446 RT 01 RW 01 Kp. Kramat, Tanah Baru, Bogor Utara, Bogor, Jawa Barat, Indonesia‬, مكة المكرمة 16154 المملكة العربية السعودية",http://www.abatour.co.id,0
‪Mayan Corner‬,استوديوهات الرسم والأواني الفخارية,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g2628875-d19798624-Reviews-Mayan_Corner-Al_Madinah_Province.html,,,+966 57 866 9921,"‪Khubaib ibn Adi Al-Ansari‬ Ar Rawabi, 42382 المملكة العربية السعودية",http://www.mayanart.net,0
‪Souvenirs‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298542-d20046827-Reviews-Souvenirs-Abha_Asir_Province.html,,,+966 17 235 0670,أبها المملكة العربية السعودية,http://www.souvenirs.sa,0
‪SPiN Rentals‬,تأجير معدات,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19983384-Reviews-SPiN_Rentals-Riyadh_Riyadh_Province.html,46.62534,24.662788,+966 55 973 1117,"‪7977 Abdullah Alsahmi St, Al Safarat, 3293‬, الرياض 12512 المملكة العربية السعودية",,0
وسم العود,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d25284583-Reviews-Wasam_Aleud-Riyadh_Riyadh_Province.html,46.76605,24.77069,+966 55 322 2560,"‪King Faisal Dt‬, الرياض 13215 المملكة العربية السعودية",http://wsmaloud.com,0
‪Mohammed Al Shengiti‬,سيارات أجرة وحافلات نقل,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298551-d19983188-Reviews-Mohammed_Al_Shengiti-Medina_Al_Madinah_Province.html,,,,المدينة المنورة المملكة العربية السعودية,,0
‪Number Nine Concept Store‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d20001602-Reviews-Number_Nine_Concept_Store-Riyadh_Riyadh_Province.html,46.647266,24.735455,+966 55 520 5673,"شارع التخصصي ، فيورينزا لابازا - محل رقم 9, الرياض المملكة العربية السعودية",http://www.conceptno9.com/,0
‪Travel2umrah.com‬,جولات في المدينة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d19850165-Reviews-Travel2umrah_com-Mecca_Makkah_Province.html,39.79829,21.42402,+1 614-747-3761,"‪1515 Bethel Rd,‬ Suite 302A, مكة المكرمة 43220 المملكة العربية السعودية",https://www.travel2umrah.com,0
‪Guess Accessories‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19524503-Reviews-Guess_Accessories-Jeddah_Makkah_Province.html,39.18925,21.54924,+966 12 644 0800,"‪King Abdul Aziz Road - Al Mahmal Center‬, جدة المملكة العربية السعودية",https://guessmena.com/,0
‪Saudi Arabia Tours‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298547-d20287896-Reviews-Saudi_Arabia_Tours-Dammam_Eastern_Province.html,50.08236,26.40399,+966 55 801 8938,"‪Olya St‬, الدمام 33511 المملكة العربية السعودية",https://saudiarabiatours.net/,0
‪Gym‬,نوادٍ صحية وصالات اللياقة البدنية,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19503366-Reviews-Gym-Jeddah_Makkah_Province.html,39.15468,21.55359,+966 12 665 4477,"3252 النهضة, جدة 23432 المملكة العربية السعودية",,0
‪Pattern‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d20001605-Reviews-Pattern-Riyadh_Riyadh_Province.html,,,+966 53 865 6989,"‪Al Yasmin‬, الرياض 13322 المملكة العربية السعودية",http://www.pattern-saudi.com/,0
‪Marks and Spencer‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298545-d19524974-Reviews-Marks_and_Spencer-Al_Khobar_Eastern_Province.html,50.19828,26.28375,,"‪L&B Mall of Dhahran‬ Prince Faisal bin Fahed Road, الخبر المملكة العربية السعودية",http://www.facebook.com/MarksandSpencerSaudi/,0
‪Marks and Spencer‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19525475-Reviews-Marks_and_Spencer-Riyadh_Riyadh_Province.html,46.68046,24.74323,,"‪King Abdulazziz Road‬ Hayat Mall, الرياض المملكة العربية السعودية",http://www.facebook.com/MarksandSpencerSaudi/,0
‪Bedouin Souq‬,"مناطق للسير في أجواء تاريخية",,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d20398117-Reviews-Bedouin_Souq-Jeddah_Makkah_Province.html,,,,"‪Bedouin market, 7026 Suq Al Jami, Al Balad District‬, جدة المملكة العربية السعودية",,0
‪Balcok Travel Agency GmbH‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d20812311-Reviews-Balcok_Travel_Agency_GmbH-Mecca_Makkah_Province.html,39.79964,21.4327,+49 201 1258330,"‪Altenessener Str. 323‬, مكة المكرمة 45326 المملكة العربية السعودية",http://www.balcok.de,0
,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19939251-Reviews-Hosam_Kandil-Jeddah_Makkah_Province.html,,,,"‪Jeddah Saudi Arabia ‬, جدة 21413 المملكة العربية السعودية",,1
‪PLT‬,الإبحار بالمظلة والطيران المظلي,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d20376160-Reviews-PLT-Riyadh_Riyadh_Province.html,,,+966 54 006 6639,"‪4308 Al Amir Saud Ibn Muhammad Ibn Muqrin Rd ‐ Qurtubah 6849‬, الرياض 13248 المملكة العربية السعودية",https://www.PLTKSA.com/,0
مجوهرات شجرة الدر,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g12600478-d21051499-Reviews-Shajaret_Addur_Jewlery-Safwa_Eastern_Province.html,49.958355,26.652922,+966 50 498 9234,"المروة 6162, صفوى 32828 المملكة العربية السعودية",,0
‪PLTKSA‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d20878881-Reviews-PLTKSA-Riyadh_Riyadh_Province.html,,,+966 54 006 6639,"‪4308 Al Amir Saud Ibn Muhammad Ibn Muqrin Rd ‐ Qurtubah 6849‬, الرياض 13248 المملكة العربية السعودية",http://www.PLTKSA.com,0
‪Nasser Al-Thuwaini Museum‬,متاحف التاريخ,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g19760432-d19759471-Reviews-Nasser_Al_Thuwaini_Museum-Jubbah_Ha_il_Province.html,40.938828,28.020664,+966 54 088 9895,جبة 55679 المملكة العربية السعودية,,0
‪Masjid Yousuf Mohammad Naghi‬,مواقع دينية ومقدسة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d20368156-Reviews-Masjid_Yousuf_Mohammad_Naghi-Jeddah_Makkah_Province.html,,,,"‪6672 King Abdul Aziz. 2831‬, جدة 22233 المملكة العربية السعودية",,0
حلويات الجود,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g672722-d21118869-Reviews-Al_Jude_Sweets-Al_Khafji_Eastern_Province.html,,,+966 54 843 9919,"6771 شارع الامير نايف بن عبدالعزيز, الخفجي 39254 4017 المملكة العربية السعودية",,0
‪As-Haabee Exhibition‬,متاحف التاريخ,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d21080138-Reviews-As_Haabee_Exhibition-Mecca_Makkah_Province.html,39.81974,21.421572,+966 55 985 0986,"‪Jabal Omar, Ash Shubaikah‬, مكة المكرمة 24231 المملكة العربية السعودية",http://www.ashaabee.com/,0
‪Ziafan Travels‬,سيارات أجرة وحافلات نقل,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298551-d19457271-Reviews-Ziafan_Travels-Medina_Al_Madinah_Province.html,,,+966 59 606 1880,"‪Medina‬, المدينة المنورة 42221 المملكة العربية السعودية",,0
‪Guess Accessories‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19545117-Reviews-Guess_Accessories-Riyadh_Riyadh_Province.html,46.72146,24.75251,+966 11 205 7031,"‪King Abdullah Rd‬ Sahara Mall, الرياض المملكة العربية السعودية",https://www.guess.eu/en/storelocator,0
‪Vince Camuto‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19524529-Reviews-Vince_Camuto-Jeddah_Makkah_Province.html,39.20878,21.53218,+966 9200 00262,"‪8583 Al Amir Majid Branch, Al Salam Mall‬, جدة المملكة العربية السعودية",https://www.vincecamuto.com/,0
‪Guess Jeans‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298548-d19545114-Reviews-Guess_Jeans-Dhahran_Eastern_Province.html,50.14129,26.34883,+966 9200 00262,"‪Prince Faisal Bin Fahd Road‬ Dhahran Mall, الظهران المملكة العربية السعودية",https://www.guess.eu/it/storelocator,0
‪Marks and Spencer‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19525021-Reviews-Marks_and_Spencer-Jeddah_Makkah_Province.html,39.15462,21.63147,,"‪As Sulaymania Street‬ Salaam Mall, جدة المملكة العربية السعودية",https://global.marksandspencer.com/sa/store-info/,0
‪FLIGHT ONE‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d19398509-Reviews-FLIGHT_ONE-Mecca_Makkah_Province.html,,,+92 321 4205533,"‪83A E1 Main Boulevard Gulberg‬, مكة المكرمة 54880 المملكة العربية السعودية",http://flightone.co,0
‪Ted Baker‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19545261-Reviews-Ted_Baker-Jeddah_Makkah_Province.html,,,+966 9200 00262,"‪Al-Madinah Al-Munawarah Road‬ Mall Of Arabia, جدة المملكة العربية السعودية",,0
‪Arminareka Perdana‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293993-d18455320-Reviews-Arminareka_Perdana-Mecca_Makkah_Province.html,,,+62 811-377-790,"‪Gunungsari Indah R-8‬, مكة المكرمة 60223 المملكة العربية السعودية",https://biro-umroh-arminareka-perdana.business.site/,0
‪Candid Photoshoot in Saudi Arabia by Travographer‬,جولات تصوير فوتوغرافي,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g12606501-d19798535-Reviews-Candid_Photoshoot_in_Saudi_Arabia_by_Travographer-Al_Quwaiiyah_Riyadh_Province.html,,,+91 97186 68339,"‪1109, Ocus Quantum, Sector-51, Gurugram, Haryana‬, القويعية 122018 المملكة العربية السعودية",http://travographer.com,0
‪Bebe‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298553-d19525456-Reviews-Bebe-Taif_Makkah_Province.html,41.957,19.56443,+966 9200 00262,"‪King Khalid and Khalid Bin Walid Road - Joury Mall‬, الطائف المملكة العربية السعودية",http://www.bebearabia.com/,0
‪Marks and Spencer‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298545-d19525009-Reviews-Marks_and_Spencer-Al_Khobar_Eastern_Province.html,50.19589,26.30491,,"‪Dahran Mall, Prince Faisal Bin Fahed Road‬, الخبر المملكة العربية السعودية",http://www.facebook.com/MarksandSpencerSaudi/,0
‪Pampered‬,استوديوهات الرسم والأواني الفخارية,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19104847-Reviews-Pampered-Jeddah_Makkah_Province.html,39.12991,21.5988,+966 50 735 7351,"‪AlBatarji‬, جدة 23522 المملكة العربية السعودية",,0
‪Maje‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19524877-Reviews-Maje-Jeddah_Makkah_Province.html,39.11192,21.62818,+966 12 215 1551,"‪King Abdulaziz Road - Red Sea Mall‬, جدة المملكة العربية السعودية",,0
‪Rabwa Mall Gate 1‬,مراكز تسوق,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19083677-Reviews-Rabwa_Mall_Gate_1-Riyadh_Riyadh_Province.html,46.73509,24.7681,+966 11 254 0000,"‪Eastern Ring Road Exit 14‬, الرياض المملكة العربية السعودية",http://www.othaimmalls.com/Brands.aspx?lang=en&GateID=1&CatID=1&MallID=1,0
‪Guess Jeans‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19524512-Reviews-Guess_Jeans-Riyadh_Riyadh_Province.html,46.79308,24.65495,+966 11 253 4926,"‪Eastern Ring Branch Rd - Granada‬, الرياض المملكة العربية السعودية",https://guessmena.com/ksa/#store-section,0
‪Bebe‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19524992-Reviews-Bebe-Jeddah_Makkah_Province.html,39.11192,21.62818,+966 12 215 1551,"‪King Abdulaziz Road - Red Sea Mall‬, جدة المملكة العربية السعودية",http://www.bebearabia.com/,0
Trambubarik,نوادٍ صحية وصالات اللياقة البدنية,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g298553-d19113682-Reviews-TrampoPark-Taif_Makkah_Province.html,40.41565,21.264702,+966 9200 03987,"طريق وادي وج ڤالي سنتر, الطائف 26513 المملكة العربية السعودية",http://www.marah.sa,0
‪Sandro‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19524468-Reviews-Sandro-Jeddah_Makkah_Province.html,39.16367,21.54574,+966 56 057 2415,"‪Prince Mohammed Bin Abdulaziz St - Assila Tower‬, جدة المملكة العربية السعودية",https://www.sandro-paris.com/,0
‪Sand Waves‬,ألعاب الهروب من الغرفة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19888575-Reviews-Sand_Waves-Riyadh_Riyadh_Province.html,46.61794,24.76898,+966 50 050 6227,"‪Hittin‬, الرياض 13512 المملكة العربية السعودية",,0
‪Maje‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19524564-Reviews-Maje-Jeddah_Makkah_Province.html,39.16367,21.54574,+966 56 057 2415,"‪Prince Mohammed Bin Abdulaziz St - Assila Tower‬, جدة المملكة العربية السعودية",,0
,معالم وأماكن محل اهتمام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d21205955-Reviews-Al_Saif_Baech-Jeddah_Makkah_Province.html,39.192505,21.485811,,"‪South‬, جدة المملكة العربية السعودية",,1
‪Holy Makkah Tours‬,جولات لعدة أيام,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19527430-Reviews-Holy_Makkah_Tours-Jeddah_Makkah_Province.html,,,+44 20 8555 8791,جدة المملكة العربية السعودية,http://www.holymakkah.co.uk,0
‪Miss Mila‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19543770-Reviews-Miss_Mila-Riyadh_Riyadh_Province.html,46.67102,24.69192,+966 11 281 4950,"‪Al Takhassusi Road‬ Panorama Mall, الرياض المملكة العربية السعودية",http://miss-mila.com/,0
‪Miss Mila‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g295419-d19543760-Reviews-Miss_Mila-Jeddah_Makkah_Province.html,39.11192,21.62818,+966 12 215 1551,"‪King Abdulaziz Branch Road‬ Red Sea Mall, جدة المملكة العربية السعودية",https://www.facebook.com/MissMilaBeauty/,0
‪Maje‬,متاجر الهدايا والسلع المتخصصة,,,,,,,,https://ar.tripadvisor.com/Attraction_Review-g293995-d19524579-Reviews-Maje-Riyadh_Riyadh_Province.html,46.66944,24.73071,+966 11 211 2222,"‪Center Point, King Fahd Rd‬, الرياض 12271 المملكة العربية السعودية",,0
